,cell_type_dc_sub_final
166922,Breast cancer subtype 2
166923,Breast cancer subtype 2
166924,Breast cancer subtype 2
166925,Breast cancer subtype 2
166926,Breast cancer subtype 2
166927,Breast cancer subtype 2
166928,Breast cancer subtype 2
166929,Breast cancer subtype 2
166930,Breast cancer subtype 2
166931,Breast cancer subtype 2
166932,Breast cancer subtype 2
166933,Breast cancer subtype 1
166934,Breast cancer subtype 2
166935,Breast cancer subtype 2
166936,T cells
166937,Breast cancer subtype 2
166938,Breast cancer subtype 2
166939,Breast cancer subtype 2
166940,Breast cancer subtype 2
166941,Breast myoepithelial cells
166942,Breast cancer subtype 2
166943,Breast cancer subtype 2
166944,Breast cancer subtype 2
166945,Breast myoepithelial cells
166946,Breast cancer subtype 2
166947,Breast cancer subtype 2
166948,Breast cancer subtype 2
166949,Breast cancer subtype 2
166950,Breast myoepithelial cells
166951,Breast cancer subtype 2
166952,Breast glandular cells
166953,Breast cancer subtype 2
166954,Breast glandular cells
166955,Breast glandular cells
166956,Breast cancer subtype 2
166957,Breast cancer subtype 2
166958,Breast cancer subtype 2
166959,Breast cancer subtype 2
166960,Breast cancer subtype 2
166961,T cells
166962,Breast cancer subtype 2
166963,Breast glandular cells
166964,Breast glandular cells
166965,Breast cancer subtype 2
166966,Breast cancer subtype 2
166967,Breast cancer subtype 2
166968,Breast glandular cells
166969,Breast cancer subtype 2
166970,Breast cancer subtype 2
166971,Breast glandular cells
166972,Breast glandular cells
166973,Breast cancer subtype 2
166974,Breast glandular cells
166975,Breast glandular cells
166976,Breast cancer subtype 2
166977,Breast cancer subtype 2
166978,Breast glandular cells
166979,Breast cancer subtype 2
166980,Breast glandular cells
166981,Breast cancer subtype 2
166982,Breast cancer subtype 2
166983,Breast glandular cells
166984,Breast cancer subtype 2
166985,Breast cancer subtype 2
166986,Breast glandular cells
166987,Breast myoepithelial cells
166988,Breast cancer subtype 2
166989,Breast glandular cells
166990,Macrophages
166991,Breast glandular cells
166992,Breast glandular cells
166993,Macrophages
166994,Breast myoepithelial cells
166995,T cells
166996,Breast cancer subtype 2
166997,Breast glandular cells
166998,Breast cancer subtype 2
166999,Breast cancer subtype 2
167000,Breast glandular cells
167001,Breast glandular cells
167002,Stromal cells
167003,Breast cancer subtype 2
167004,Breast cancer subtype 2
167005,Macrophages
167006,Breast myoepithelial cells
167007,Breast cancer subtype 2
167008,Breast cancer subtype 2
167009,Breast cancer subtype 2
167010,Breast cancer subtype 2
167011,Breast cancer subtype 2
167012,T cells
167013,Breast cancer subtype 2
167014,Macrophages
167015,Breast cancer subtype 2
167016,Breast cancer subtype 2
167017,Breast glandular cells
167018,Macrophages
167019,Breast glandular cells
167020,Breast cancer subtype 2
167021,Breast cancer subtype 2
167022,Breast cancer subtype 2
167023,Breast glandular cells
167024,Breast glandular cells
167025,Breast glandular cells
167026,T cells
167027,T cells
167028,T cells
167029,Macrophages
167030,T cells
167031,T cells
167032,T cells
167033,B cells
167034,B cells
167035,B cells
167036,T cells
167037,B cells
167038,T cells
167039,B cells
167040,T cells
167041,T cells
167042,T cells
167043,T cells
167044,Stromal cells
167045,T cells
167046,T cells
167047,Breast cancer subtype 2
167048,T cells
167049,Stromal cells
167050,Breast cancer subtype 2
167051,B cells
167052,T cells
167053,Endothelial cells
167054,Macrophages
167055,Macrophages
167056,Smooth muscle cells
167057,Macrophages
167058,T cells
167059,T cells
167060,T cells
167061,B cells
167062,T cells
167063,Smooth muscle cells
167065,Macrophages
167066,T cells
167067,Macrophages
167068,Macrophages
167069,T cells
167070,Macrophages
167071,T cells
167072,B cells
167073,T cells
167074,T cells
167075,T cells
167076,T cells
167077,Stromal cells
167078,T cells
167079,T cells
167080,Macrophages
167081,Macrophages
167082,Endothelial cells
167083,Smooth muscle cells
167084,T cells
167085,Endothelial cells
167086,Endothelial cells
167087,T cells
167088,Macrophages
167089,Smooth muscle cells
167090,T cells
167091,Breast cancer subtype 2
167092,Breast cancer subtype 2
167093,Breast cancer subtype 2
167094,Breast cancer subtype 2
167095,Breast cancer subtype 2
167096,Breast cancer subtype 2
167097,Breast cancer subtype 2
167098,Breast cancer subtype 2
167099,Breast cancer subtype 2
167100,Breast cancer subtype 2
167101,Breast cancer subtype 2
167102,Breast cancer subtype 2
167103,Breast cancer subtype 2
167104,Breast cancer subtype 2
167105,Breast cancer subtype 2
167106,Breast cancer subtype 2
167107,Breast cancer subtype 1
167108,Breast cancer subtype 2
167109,Breast cancer subtype 2
167110,Breast glandular cells
167111,Breast cancer subtype 2
167112,Breast cancer subtype 2
167113,Breast cancer subtype 2
167114,Breast cancer subtype 2
167115,T cells
167116,Breast cancer subtype 2
167117,Breast cancer subtype 2
167118,Breast cancer subtype 2
167120,Breast cancer subtype 2
167121,Breast cancer subtype 2
167122,Breast cancer subtype 2
167123,Breast cancer subtype 2
167124,Breast cancer subtype 2
167125,Breast cancer subtype 5
167126,Breast cancer subtype 2
167127,Breast cancer subtype 2
167128,Breast cancer subtype 2
167129,T cells
167130,Breast cancer subtype 2
167131,Breast cancer subtype 2
167132,Breast cancer subtype 2
167133,Breast cancer subtype 2
167134,Breast cancer subtype 2
167135,Breast cancer subtype 2
167136,Breast cancer subtype 2
167137,Breast cancer subtype 2
167138,Breast cancer subtype 2
167139,Breast cancer subtype 2
167140,Breast cancer subtype 2
167141,Breast glandular cells
167142,Breast glandular cells
167143,Breast glandular cells
167144,Breast cancer subtype 2
167145,Breast glandular cells
167146,Breast cancer subtype 2
167147,Breast cancer subtype 2
167148,Breast glandular cells
167149,Breast cancer subtype 2
167150,Breast cancer subtype 2
167151,Breast glandular cells
167152,Breast cancer subtype 2
167153,Breast glandular cells
167154,Breast cancer subtype 2
167155,Breast cancer subtype 2
167156,Breast cancer subtype 2
167157,Breast cancer subtype 2
167158,Breast cancer subtype 2
167159,Breast cancer subtype 2
167160,Breast glandular cells
167162,Breast myoepithelial cells
167163,Breast myoepithelial cells
167164,T cells
167165,Breast myoepithelial cells
167166,Breast myoepithelial cells
167167,Breast myoepithelial cells
167168,Breast myoepithelial cells
167169,Breast glandular cells
167170,Breast glandular cells
167171,Breast glandular cells
167172,Breast glandular cells
167173,Breast myoepithelial cells
167174,Breast glandular cells
167175,Breast glandular cells
167176,Breast glandular cells
167177,Breast glandular cells
167178,Breast glandular cells
167179,Macrophages
167180,Breast glandular cells
167181,Breast glandular cells
167182,Breast glandular cells
167183,Breast cancer subtype 2
167184,Breast glandular cells
167185,Breast glandular cells
167186,T cells
167188,Breast glandular cells
167189,Breast glandular cells
167190,T cells
167191,Breast glandular cells
167192,Breast glandular cells
167193,Breast cancer subtype 2
167194,Breast cancer subtype 2
167195,Breast cancer subtype 2
167196,Breast glandular cells
167197,Breast cancer subtype 2
167198,Breast cancer subtype 2
167199,Breast cancer subtype 2
167200,Breast glandular cells
167201,Breast glandular cells
167202,Breast glandular cells
167203,Breast cancer subtype 2
167204,Breast glandular cells
167205,Breast glandular cells
167206,Breast glandular cells
167207,Breast myoepithelial cells
167208,Breast glandular cells
167209,Breast glandular cells
167210,Breast myoepithelial cells
167211,Breast glandular cells
167212,Breast glandular cells
167213,Breast glandular cells
167214,Breast glandular cells
167215,Breast myoepithelial cells
167216,Breast cancer subtype 2
167217,Breast cancer subtype 2
167218,Breast myoepithelial cells
167219,Breast myoepithelial cells
167220,Macrophages
167221,Breast cancer subtype 2
167222,Breast cancer subtype 2
167223,Breast cancer subtype 2
167224,Breast cancer subtype 2
167225,Breast cancer subtype 2
167226,Breast cancer subtype 2
167227,Breast cancer subtype 2
167228,Breast cancer subtype 2
167229,Breast cancer subtype 2
167230,Breast cancer subtype 2
167231,Breast cancer subtype 2
167232,Breast cancer subtype 2
167233,Breast cancer subtype 2
167234,Breast cancer subtype 2
167235,Breast cancer subtype 2
167236,Breast cancer subtype 2
167237,Breast cancer subtype 2
167238,Breast cancer subtype 2
167239,Breast cancer subtype 2
167240,Breast cancer subtype 2
167241,Breast cancer subtype 2
167242,Breast cancer subtype 2
167243,Breast cancer subtype 2
167244,Breast cancer subtype 2
167245,Breast cancer subtype 2
167246,Breast glandular cells
167247,Breast cancer subtype 5
167248,Breast glandular cells
167249,Breast cancer subtype 2
167250,Breast myoepithelial cells
167251,Breast cancer subtype 2
167252,Breast glandular cells
167253,Breast glandular cells
167254,Breast cancer subtype 2
167255,Breast cancer subtype 2
167256,Breast glandular cells
167257,Breast glandular cells
167258,Breast glandular cells
167259,Breast glandular cells
167260,Breast cancer subtype 2
167261,Breast cancer subtype 2
167262,Breast cancer subtype 2
167263,Breast cancer subtype 2
167264,Breast cancer subtype 2
167265,Breast cancer subtype 2
167266,Breast cancer subtype 2
167267,Breast cancer subtype 2
167268,Breast cancer subtype 2
167269,Breast cancer subtype 2
167270,Breast cancer subtype 2
167271,T cells
167272,Stromal cells
167273,Breast myoepithelial cells
167274,T cells
167275,Breast myoepithelial cells
167276,T cells
167277,Endothelial cells
167278,Stromal cells
167279,Breast cancer subtype 2
167280,Endothelial cells
167281,Breast cancer subtype 2
167282,Breast cancer subtype 2
167283,Breast myoepithelial cells
167284,Breast cancer subtype 2
167285,Breast myoepithelial cells
167286,Macrophages
167287,Breast cancer subtype 2
167288,T cells
167289,Breast myoepithelial cells
167290,Breast myoepithelial cells
167291,Breast glandular cells
167292,Breast cancer subtype 2
167293,Stromal cells
167294,Breast glandular cells
167295,Breast glandular cells
167296,Breast glandular cells
167297,Breast cancer subtype 2
167298,Breast cancer subtype 2
167299,Breast myoepithelial cells
167300,T cells
167301,Breast glandular cells
167302,Breast myoepithelial cells
167303,Breast glandular cells
167304,Breast cancer subtype 2
167305,Breast cancer subtype 2
167306,Breast cancer subtype 2
167307,Breast glandular cells
167308,Breast glandular cells
167309,Breast cancer subtype 2
167310,Breast cancer subtype 2
167311,Breast cancer subtype 2
167312,Breast glandular cells
167313,Breast cancer subtype 2
167314,Breast cancer subtype 2
167315,Breast cancer subtype 2
167316,Breast myoepithelial cells
167317,Breast cancer subtype 2
167318,Breast glandular cells
167319,Stromal cells
167320,Endothelial cells
167321,Endothelial cells
167322,T cells
167323,Macrophages
167324,T cells
167325,Stromal cells
167326,Stromal cells
167327,Macrophages
167328,T cells
167329,Macrophages
167330,Macrophages
167331,Stromal cells
167332,T cells
167333,T cells
167334,T cells
167335,Stromal cells
167336,Macrophages
167337,T cells
167338,Macrophages
167339,B cells
167340,Macrophages
167341,T cells
167342,B cells
167343,Stromal cells
167344,Stromal cells
167345,Stromal cells
167346,Stromal cells
167347,T cells
167348,Adipocytes
167349,Endothelial cells
167350,Endothelial cells
167351,Endothelial cells
167352,Macrophages
167353,Macrophages
167354,Stromal cells
167355,Stromal cells
167356,Stromal cells
167357,Stromal cells
167358,Stromal cells
167359,Macrophages
167360,Stromal cells
167361,Stromal cells
167362,Stromal cells
167363,Stromal cells
167364,Stromal cells
167365,Stromal cells
167366,Endothelial cells
167367,Endothelial cells
167368,Stromal cells
167369,Endothelial cells
167370,Stromal cells
167371,Stromal cells
167372,Stromal cells
167373,Stromal cells
167374,Stromal cells
167375,T cells
167376,T cells
167377,Breast cancer subtype 2
167378,Breast cancer subtype 2
167379,Breast cancer subtype 5
167380,Breast myoepithelial cells
167381,Breast cancer subtype 2
167382,Breast cancer subtype 2
167383,Breast cancer subtype 2
167384,Breast cancer subtype 2
167385,Breast cancer subtype 2
167386,Breast cancer subtype 2
167387,Breast cancer subtype 2
167388,Breast cancer subtype 2
167389,Breast cancer subtype 2
167390,Breast cancer subtype 2
167391,Breast cancer subtype 2
167392,Breast cancer subtype 2
167393,Breast cancer subtype 2
167394,Breast cancer subtype 2
167395,Breast cancer subtype 2
167396,Breast cancer subtype 2
167397,Breast cancer subtype 2
167398,Breast cancer subtype 2
167399,Breast myoepithelial cells
167400,Breast cancer subtype 2
167401,Breast cancer subtype 2
167402,Breast cancer subtype 2
167403,Breast cancer subtype 2
167404,Breast cancer subtype 2
167405,Breast cancer subtype 2
167406,Breast cancer subtype 2
167407,Smooth muscle cells
167408,Endothelial cells
167409,T cells
167410,Macrophages
167411,Stromal cells
167412,T cells
167413,Breast myoepithelial cells
167414,Macrophages
167415,Smooth muscle cells
167416,Stromal cells
167417,Stromal cells
167418,T cells
167419,Stromal cells
167420,Stromal cells
167421,Stromal cells
167422,Endothelial cells
167423,Endothelial cells
167424,Smooth muscle cells
167425,Stromal cells
167426,Endothelial cells
167427,Endothelial cells
167428,Macrophages
167429,Stromal cells
167430,Stromal cells
167431,Stromal cells
167432,Endothelial cells
167433,Macrophages
167434,Endothelial cells
167435,Endothelial cells
167436,Smooth muscle cells
167437,Stromal cells
167438,Stromal cells
167439,Stromal cells
167440,Macrophages
167441,Breast cancer subtype 2
167442,Breast cancer subtype 2
167443,Breast cancer subtype 2
167444,Breast cancer subtype 2
167445,Breast cancer subtype 2
167446,Breast cancer subtype 2
167447,Stromal cells
167448,Macrophages
167449,Stromal cells
167450,Stromal cells
167451,Stromal cells
167452,Stromal cells
167453,Stromal cells
167454,B cells
167455,Stromal cells
167456,Stromal cells
167457,Stromal cells
167458,Macrophages
167459,Breast cancer subtype 2
167460,Breast cancer subtype 2
167461,Breast cancer subtype 2
167462,Breast cancer subtype 2
167463,Breast cancer subtype 2
167464,Breast cancer subtype 2
167465,Breast cancer subtype 2
167466,Breast cancer subtype 2
167467,Breast cancer subtype 2
167468,Breast cancer subtype 2
167469,Breast cancer subtype 2
167470,Breast cancer subtype 2
167471,Breast cancer subtype 2
167472,Breast cancer subtype 2
167473,Breast cancer subtype 2
167474,Breast cancer subtype 2
167475,Breast cancer subtype 2
167476,Breast cancer subtype 2
167477,Breast cancer subtype 2
167478,Breast cancer subtype 2
167479,Breast cancer subtype 2
167480,Breast cancer subtype 2
167481,Breast cancer subtype 2
167482,Breast cancer subtype 2
167483,Breast cancer subtype 2
167484,Breast cancer subtype 2
167485,Breast cancer subtype 2
167486,Breast cancer subtype 2
167487,Breast cancer subtype 2
167488,Breast cancer subtype 2
167489,Breast cancer subtype 2
167490,Breast cancer subtype 2
167491,Breast cancer subtype 2
